,관할보건소,동,설치기관이름,설치기관주소,기관연락처,설치 위치,경도,위도
2599,광산구,운남동,운남목련마을5단지아파트,광주광역시 광산구 하남대로 248-10 운남목련마을5단지아파트,062-951-2586,관리사무소 1층,126.818899574341,35.1790618405887
2600,서구,쌍촌동,광주도시철도공사쌍촌역,광주광역시 서구 상무대로 지하 983 지하(쌍촌역),6048511,고객안내센터 앞(지하1층),126.869607537741,35.151580188105
2601,서구,양동,광주도시철도공사양동시장역,광주광역시 서구 경열로 지하 152 (양동역),6048471,고객안내센터앞,126.901464653661,35.1544331628163
2602,서구,마륵동,한국도시철도공사김대중컨벤션센터역,광주광역시 서구 상무대로 지하 705 (마륵동),6048541,고객안내센터 앞,126.841380236714,35.1431559404159
2603,서구,화정동,광주도시철도공사화정역,광주광역시 서구 상무대로 1041 (화정동),6048501,고객안내센터 앞(지하2층),126.875787703504,35.1522004173219
2604,남구,구동,광주공원노인복지관,광주광역시 남구 서오층석탑2길 17 (구동),062-671-3370,1층복도,126.907921059332,35.1474753209989
2605,서구,쌍촌동,광주도시철도공사운천역,광주광역시 서구 상무대로 지하 883 (쌍촌동),6048521,지하2층 고객안전센터 앞,126.858688790576,35.150512363307
2606,서구,농성동,한국도시철도공사돌고개역,광주광역시 서구 경열로 지하 87 (농성동),6048481,지하2층 고객안내센터 앞,126.89501444831,35.1517787381497
2607,서구,농성동,한국도시철도공사농성역,광주광역시 서구 상무대로 지하 1123 (농성동),6048491,농성역대합실(고객안내센터앞),126.883858099256,35.1534714075901
2608,남구,주월동,광주광역시남구청,광주광역시 남구 봉선로 1 (주월동),062-607-3210,광주광역시 남구청 민원봉사과,126.902447908848,35.1329064682079
2610,동구,학동,전남대학교병원,"광주광역시 동구 제봉로 42', ' 전남대학교병원 (학동)",062-220-5110,71서 1486 구급차,126.921984240113,35.1420141967739
2611,서구,풍암동,풍암우미광장아파트,"광주광역시 서구 풍암순환로 183 (풍암동', ' 우미광장아파트)",6810456,1층 관리동 현관입구,126.880314854074,35.1262690914609
2612,서구,농성동,농성동성당,광주광역시 서구 화정로294번길 5-36 (농성동),3667004,1층사무실,126.889547444081,35.1494219580165
2613,동구,학동,삼익세라믹아파트,광주광역시 동구 남문로 676 관리사무소,062-232-0302,삼익세라믹아파트 관리사무소 현관,126.930527952768,35.1305160216885
2614,광산구,신창동,신창도시공사아파트관리사무소,광주광역시 광산구 왕버들로252번길 46,9559909,관리사무소,126.834062417682,35.1953280398639
2615,북구,매곡동,국립광주박물관,광주광역시 북구 하서로 110 (국립광주박물관),062-570-7000,전시관 안내데스크,126.88395145401,35.1896565755909
2616,서구,쌍촌동,광천청소년문화의집,광주광역시 서구 칠성로43번길 11 (쌍촌동),7143177,4층복도,126.86222895882,35.1674834400292
2617,서구,치평동,상무에스케이뷰아파트,"광주광역시 서구 마륵복개로 140 (치평동', ' 상무에스케이뷰)",3827474,102동 지하1층 관리사무소 앞,126.851840932095,35.1476805824813
2618,서구,치평동,김대중컨벤션센터,"광주광역시 서구 상무누리로 30 (치평동', ' 김대중컨벤션센터)",6112133,1층,126.840480480885,35.1467770575479
2619,서구,치평동,김대중컨벤션센터,"광주광역시 서구 상무누리로 30 (치평동', ' 김대중컨벤션센터)",6112133,4층 컨벤션홀 로비,126.840480480885,35.1467770575479
2620,서구,풍암동,풍암동현대아파트,"광주광역시 서구 풍암순환로 70 (풍암동', ' 현대아파트)",6813081,제2경비실,126.878203201228,35.1206861902671
2621,서구,풍암동,풍암동현대아파트,"광주광역시 서구 풍암순환로 70 (풍암동', ' 현대아파트)",6813081,제1경비실,126.878203201228,35.1206861902671
2622,서구,화정동,화정동현대아파트,"광주광역시 서구 화운로175번길 15 (화정동', ' 현대아파트)",3742935,경비실 2초소내,126.874137269439,35.1535951911416
2623,서구,금호동,금호시영1단지아파트,"광주광역시 서구 운천로 41 (금호동', ' 금호시영1단지 아파트)",3715576,"광주광역시 서구 운천로 41(금호동', ' 금호시영1단지아파트)",126.858329594127,35.1373417962899
2624,광산구,신창동,신창도시공사아파트관리사무소,광주광역시 광산구 왕버들로252번길 46,9559909,신창도시공사아파트 관리사무소,126.834062417682,35.1953280398639
2625,동구,월남동,월남호반베르디움1차아파트,광주광역시 동구 남문로 377 관리사무소,062-222-5991,아파트관리사무소,126.937139626095,35.1051265357819
2626,북구,일곡동,숭일고등학교,"광주광역시 북구 모룡대길 40 (일곡동', ' 숭일고등학교)",062-608-0599,보건실 입구,126.896906409545,35.2178134826568
2627,동구,산수동,두암타운아파트,"광주광역시 동구 밤실로 147 (산수동', ' 두암타운)",062-266-3784,108동 경비실,126.934902080165,35.161232975781
2628,북구,중흥동,늘푸른요양병원,"광주광역시 북구 우치로 20 (중흥동', '늘푸른요양병원)",062-521-6500,1층 정문,126.911135844434,35.1693307319242
2629,동구,운림동,광주학운초등학교,광주광역시 동구 의재로 181 광주학운초등학교,062-220-1779,광주학운초등학교 본관 1층 중앙로비,126.947152792789,35.133270956286
2630,광산구,소촌동,정광중학교,광주광역시 광산구 소촌로 90-36 정광중학교,062-949-5502,정광중학교,126.796028556336,35.1551428697056
2631,북구,금곡동,무등산국립공원사무소,"광주광역시 북구 무등로 1550', ' 무등산국립공원사무소 (금곡동)",062-230-2043,원효분소 내(휴대용),126.989013592794,35.1439030089947
2632,북구,금곡동,무등산국립공원사무소,"광주광역시 북구 무등로 1550', ' 무등산국립공원사무소 (금곡동)",062-230-2043,풍암탐방지원센터 내(출입구 맞은편),126.989013592794,35.1439030089947
2633,북구,금곡동,무등산국립공원사무소,"광주광역시 북구 무등로 1550', ' 무등산국립공원사무소 (금곡동)",062-230-2043,청풍탐방지원센터 내(출입구 좌측),126.989013592794,35.1439030089947
2634,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,증심탐방지원센터 내 (운림동 104-1),126.94833320012,35.1308003767146
2635,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,무등산국립공원사무소 재난안전상황실,126.94833320012,35.1308003767146
2636,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,무등산국립공원사무소 재난안전상황실 내(휴대용),126.94833320012,35.1308003767146
2637,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,목교지킴터 내(출입구 우측) 용연동 산 354-1,126.94833320012,35.1308003767146
2638,동구,운림동,국립공원공단무등산국립공원사무소,광주광역시 동구 동산길 29 (운림동),062-230-2042,장불재탐방지원센터 내(용연동 산 354-5),126.94833320012,35.1308003767146
2639,동구,계림동,태평요양병원,광주광역시 동구 구성로 268,062-414-0100,5층 중환자병동,126.919669243196,35.1576045145702
2640,동구,월남동,월남호반베르디움2차아파트,광주광역시 동구 남문로 307,062-228-3345,관리사무소 내,126.938423184198,35.1008438939536
2641,서구,금호동,금호시영일반분양(5차),광주광역시 서구 운천로32번길 7 금호시영아파트(5차),3764741,501동 현관 입구,126.860208577756,35.1362373759171
2642,서구,화정동,광주보호관찰소,광주광역시 서구 화정로 175 광주보호관찰소,3706618,1층 로비,126.876596605422,35.145758048073
2643,서구,농성동,상록도서관,광주광역시 서구 상무대로1171번길 11 상록도서관,3504580,상록도서관 1층 로비,126.888917756707,35.1552226268398
2644,광산구,월곡동,광주장애인부모연대,광주광역시 광산구 사암로340번길 35,062-523-4982,5층 입구,126.810832402392,35.1752744535896
2645,광산구,산정동,엠마우스보호작업장,광주광역시 광산구 목련로2번길 19,062-955-7738,1층 입구,126.798384052911,35.1722541210941
2646,광산구,비아동,비아호반아파트,광주광역시 광산구 비아로 185,062-953-0588,비아호반아파트 관리사무소,126.823895281217,35.2230973714048
2647,광산구,수완동,수완우미린2차아파트,광주광역시 광산구 왕버들로132번길 22,062-953-0364,수완우미린2차아파트 관리사무소,126.822217553544,35.2011326152705
2648,광산구,신가동,수완휴먼시아3단지아파트,광주광역시 광산구 하남대로261번길 11,062-961-7626,수완휴먼시아3단지 관리사무소,126.82001470295,35.1805262219253
2649,광산구,선암동,선운휴먼시아관리사무소,"광주광역시 광산구 선운중앙로 68 (선암동', ' 광주선운휴먼시아)",062-941-2322,관리사무소,126.779235029606,35.1476857885272
2652,광산구,운남동,삼성아파트,광주광역시 광산구 임방울대로 142-12,062-955-6721,관리사무소,126.81948647995,35.1720066330035
2653,광산구,월계동,첨단라인1차아파트,광주광역시 광산구 월계로 117-32,062-971-4462,첨단라인1차아파트 관리사무소,126.840925215478,35.2158782423141
2654,광산구,장덕동,수완휴먼시아6단지아파트,광주광역시 광산구 풍영로329번길 51,062-952-3575,관리사무소,126.811794908936,35.2004743810488
2655,광산구,산월동,첨단1차부영아파트,광주광역시 광산구 월계로 170,062-973-0256,관리사무소,126.845565583524,35.2130037147029
2657,광산구,장덕동,수완세영리첼아파트,광주광역시 광산구 풍영로 294-23,062-962-8610,수완세영리첼아파트 관리사무소,126.8170260641,35.1989281067066
2658,광산구,장덕동,수완휴먼시아7단지아파트,"광주광역시 광산구 풍영로329번길 50 (장덕동', ' 신완마을 휴먼시아)",062-954-0577,수완휴먼시아7단지 관리사무소,126.811429328505,35.2019549136579
2659,광산구,수완동,수완코오롱하늘채아파트,광주광역시 광산구 장덕로137번길 39,062-959-0991,수완코오롱하늘채아파트 관리사무소,126.822921476365,35.1982877170536
2660,광산구,산월동,첨단3-5호반리젠시빌아파트,광주광역시 광산구 첨단중앙로68번길 99,062-971-0271,첨단3-5호반리젠시빌아파트 정문 경비실,126.848772772434,35.2124823657469
2661,광산구,신가동,수완호반베르디움아파트,광주광역시 광산구 수등로123번길 21,062-952-1058,수완호반베르디움아파트 관리사무소,126.822283377357,35.185682616826
2662,광산구,장덕동,신안실크밸리아파트,광주광역시 광산구 풍영로330번길 34,062-953-0071,신안실크밸리아파트 관리사무소,126.816836303595,35.2003509647777
2663,광산구,장덕동,수완대방노블랜드5차아파트,"광주광역시 광산구 풍영로170번길 39-26 (장덕동', ' 성덕마을 대방노블랜드5차)",062-955-1690,수완대방5차아파트 관리사무소,126.816399475669,35.1892718650896
2664,광산구,운남동,운남주공6단지아파트,광주광역시 광산구 목련로153번길 134,062-961-6601,운남주공6단지아파트 관리사무소,126.815611304865,35.1786983203958
2665,광산구,산정동,하남부영2차아파트,광주광역시 광산구 목련로 41,062-953-0212,하남부영2차아파트 관리사무소,126.802135483878,35.1751867386011
2666,남구,진월동,진월국제테니스장,광주광역시 남구 화산로 30 센터 코트 로비,062-716-1391,진월국제테니스장 센터코드 로비,126.900367868619,35.1115139469875
2667,남구,진월동,남구다목적체육관,광주광역시 남구 화산로 110 진월동,062-673-1000,남구다목적체육관 지하 1층 수영장 지도자실 앞,126.908625143439,35.1140905177948
2668,남구,구동,빛고을아트스페이스(문화관),광주광역시 남구 천변좌로338번길 7 1층 경비실 앞,062-670-7934,빛고을아트스페이스(문화관) 1층 경비실 옆,126.907896650806,35.1479058826366
2669,남구,행암동,효천중흥S클래스아파트,광주광역시 남구 효우로 332-11 클레시안 센터 안내소,062-673-3370,효천증흥 S클래스 아파트 클래시안 센터 안내소,126.88106027107,35.1005796346038
2670,남구,행암동,효천LH천년나무1단지아파트,"광주광역시 남구 효우로 260 (행암동', ' 효천엘에이치천년나무1단지아파트)",062-674-6328,효천1휴먼시아아파트 관리사무소앞,126.88844056756,35.1035681940675
